"","educ","yob","qob","pob","wklywge"
"7527",20,39,4,20,960.480807280386
"7528",12,33,1,1,339.71159240372
"7529",20,31,2,6,807.788284457098
"7530",16,32,1,27,307.788543464825
"7531",12,34,4,42,711.634900714472
"7532",7,38,1,48,177.596122935206
"7533",12,34,1,42,242.403816813143
"7534",12,39,3,18,288.557680969383
"7535",12,38,3,42,127.749970734546
"7536",12,33,4,20,58.2999945573194
"7537",14,36,4,36,173.173156750926
"7538",13,30,3,9,192.403936884517
"7539",16,36,4,40,439.711574733025
"7540",11,36,1,54,219.903760858558
"7541",12,31,4,29,185.865445382037
"7542",12,30,3,42,543.854093280752
"7543",14,36,1,28,269.326931395683
"7544",12,36,2,37,202.699989164073
"7545",12,38,1,39,491.057878663966
"7546",16,35,1,55,344.327073254763
"7547",12,32,2,41,307.788543464825
"7548",14,37,2,36,480.86520896896
"7549",12,31,4,48,365.480892455584
"7550",18,36,4,55,477.019323237642
"7551",12,34,3,18,306.250072930709
"7552",12,31,1,42,421.315938508115
"7553",12,36,2,13,357.115407554576
"7554",20,32,1,11,1442.30816259091
"7555",14,37,3,48,250.096038976685
"7556",12,36,2,25,234.148844325193
"7557",12,38,3,34,375.096002547651
"7558",12,37,4,54,346.249980090089
"7559",10,38,3,29,216.05759161662
"7560",10,32,2,26,346.346250965586
"7561",13,38,3,25,230.865433080054
"7562",16,31,1,21,411.249875769791
"7563",11,30,1,51,239.134702033605
"7564",12,38,1,51,300.096173015261
"7565",9,33,2,34,423.172966617204
"7566",16,30,1,42,1057.78883113816
"7567",12,36,1,24,548.173038066238
"7568",16,33,2,30,615.480953262824
"7569",12,31,4,21,384.711614361321
"7570",13,31,1,36,292.604246070538
"7571",14,34,2,1,384.711614361321
"7572",14,35,4,48,577.019464553128
"7573",12,38,4,4,218.166601940587
"7574",12,39,1,48,423.172966617204
"7575",18,34,3,39,615.480953262824
"7576",8,33,2,55,288.557680969383
"7577",14,31,4,48,634.711776134749
"7578",12,37,3,22,288.557680969383
"7579",12,32,2,17,985.288015545385
"7580",11,31,3,13,442.403782444095
"7581",12,34,2,45,269.326931395683
"7582",12,37,1,11,442.403782444095
"7583",12,39,1,48,230.865433080054
"7584",11,33,1,53,500.103961595419
"7585",12,30,2,5,366.547457006031
"7586",12,34,3,47,230.865433080054
"7587",10,35,1,47,278.055573948054
"7588",12,35,3,1,397.980894355383
"7589",12,39,1,39,423.172966617204
"7590",10,31,1,37,15.1249999407568
"7591",12,30,2,36,915.480441362042
"7592",10,39,4,26,634.711776134749
"7593",12,30,4,39,673.172761319504
"7594",12,38,1,26,58.804359893241
"7595",9,36,4,36,192.403936884517
"7596",14,33,3,41,403.94228142715
"7597",13,33,1,42,323.750125286823
"7598",13,39,1,9,230.865433080054
"7599",14,36,1,29,153.942322032129
"7600",16,39,3,25,577.019464553128
"7601",12,30,1,5,571.78554514263
"7602",12,31,2,27,535.673053421231
"7603",12,33,1,20,502.019016274921
"7604",12,37,2,39,375.096002547651
"7605",17,32,3,36,1346.24969242149
"7606",8,39,3,29,246.249931037156
"7607",12,30,2,18,230.865433080054
"7608",12,31,1,25,471.25012310832
"7609",8,36,2,47,213.557688517663
"7610",12,34,2,39,577.019464553128
"7611",12,30,2,36,413.557681292001
"7612",20,36,1,6,557.788579054051
"7613",14,37,3,31,461.634752774662
"7614",12,39,3,30,500.288534008764
"7615",8,31,3,18,346.249980090089
"7616",13,35,2,39,305.865358432753
"7617",18,30,3,40,604.270533015473
"7618",15,38,1,48,230.865433080054
"7619",12,33,4,28,91.5714003797624
"7620",16,39,1,5,192.403936884517
"7621",11,32,2,23,315.480855415781
"7622",12,31,4,23,250.096038976685
"7623",19,33,3,42,435.124849389512
"7624",9,34,2,40,327.01923768246
"7625",20,38,1,36,557.788579054051
"7626",10,39,4,42,192.403936884517
"7627",9,34,4,55,229.519272038742
"7628",12,36,1,19,563.299805154187
"7629",15,35,1,53,519.327133692303
"7630",12,39,1,42,455.096279562424
"7631",7,36,4,37,19.4230790352613
"7632",12,30,3,1,202.019252042327
"7633",9,35,3,51,202.019252042327
"7634",8,35,3,47,307.788543464825
"7635",12,37,1,1,377.596060039695
"7636",16,38,4,13,403.94228142715
"7637",2,36,3,37,230.865433080054
"7638",13,36,1,55,462.595952361459
"7639",10,31,2,46,307.788543464825
"7640",16,37,2,39,233.365291367432
"7641",14,38,2,42,807.788284457098
"7642",14,34,2,26,711.634900714472
"7643",16,39,1,16,346.249980090089
"7644",20,37,4,42,403.94228142715
"7645",13,35,2,34,411.923231221123
"7646",12,36,2,1,288.557680969383
"7647",12,37,3,18,384.711614361321
"7648",17,39,2,1,807.788284457098
"7649",12,34,2,27,557.788579054051
"7650",12,31,3,48,480.86520896896
"7651",12,34,4,42,288.557680969383
"7652",12,38,4,55,458.472357090473
"7653",15,32,1,22,298.173043243499
"7654",7,32,2,9,327.01923768246
"7655",10,39,2,37,38.6538352352303
"7656",12,32,1,48,493.100003338247
"7657",12,32,2,17,658.365336572005
"7658",12,31,1,1,351.486393258741
"7659",12,33,2,36,688.557617351573
"7660",20,34,4,48,33.4313806730684
"7661",12,31,2,17,461.634752774662
"7662",12,37,4,25,213.749976954145
"7663",12,39,2,25,394.32679719015
"7664",13,31,2,50,334.711511127619
"7665",12,35,3,19,545.568297998696
"7666",12,31,4,47,216.05759161662
"7667",17,37,1,55,480.86520896896
"7668",16,36,1,22,442.403782444095
"7669",10,37,3,21,851.4425256023
"7670",19,31,4,37,326.632602663986
"7671",12,39,2,42,1000.49984589921
"7672",10,30,2,42,333.541735015075
"7673",12,37,2,42,386.6345764312
"7674",10,35,1,51,333.139393003162
"7675",11,31,2,49,278.557638929909
"7676",10,31,1,25,336.826849968594
"7677",12,35,2,12,230.865433080054
"7678",17,39,1,5,416.634775542083
"7679",13,37,4,5,3.94230666511204
"7680",12,39,3,48,251.634591131363
"7681",16,38,2,13,492.019327865415
"7682",12,34,3,42,346.249980090089
"7683",16,33,3,19,834.270758374192
"7684",12,30,1,39,334.519107330113
"7685",16,34,3,39,753.750189913822
"7686",18,36,4,26,519.327133692303
"7687",11,38,3,48,400.100193703185
"7688",12,32,3,20,480.86520896896
"7689",9,38,3,27,408.030121954974
"7690",12,33,2,53,500.095959996047
"7691",9,38,4,37,317.403869735091
"7692",12,30,2,48,327.29994059272
"7693",18,33,4,54,614.134524852421
"7694",8,39,3,42,439.749831304163
"7695",12,32,4,42,421.8268829954
"7696",11,36,3,29,423.172966617204
"7697",12,34,2,18,640.099734903947
"7698",10,34,4,35,288.557680969383
"7699",14,38,2,34,317.403869735091
"7700",9,35,1,21,760.099997284927
"7701",12,31,3,20,347.403872209027
"7702",16,34,3,48,384.711614361321
"7703",12,31,2,29,865.480634986267
"7704",12,33,1,29,230.865433080054
"7705",12,36,4,27,653.942220699472
"7706",10,30,1,36,388.365536304686
"7707",13,37,2,48,250.096038976685
"7708",12,36,3,24,122.07321650366
"7709",12,37,2,39,350.124918217717
"7710",18,38,2,6,327.01923768246
"7711",7,32,4,45,191.057608929276
"7712",10,33,3,26,173.173156750926
"7713",12,33,1,22,346.249980090089
"7714",8,30,2,35,240.480739235535
"7715",17,39,2,17,592.98078770558
"7716",14,36,4,6,392.254945670923
"7717",13,31,3,26,398.365529648267
"7718",15,31,3,19,538.557893694644
"7719",2,30,4,21,192.403936884517
"7720",6,31,2,24,403.94228142715
"7721",10,31,2,51,442.403782444095
"7722",12,34,2,34,397.019342038347
"7723",11,36,3,42,353.749841181339
"7724",12,36,2,26,250.096038976685
"7725",15,32,3,21,307.788543464825
"7726",12,36,3,37,240.100119275177
"7727",7,34,1,1,256.634527292952
"7728",15,38,3,27,240.480739235535
"7729",7,39,1,42,250.096038976685
"7730",10,35,3,50,230.865433080054
"7731",14,35,4,36,442.403782444095
"7732",16,33,3,53,516.057916261555
"7733",20,35,3,25,876.249615896948
"7734",13,34,2,31,269.326931395683
"7735",10,30,2,55,523.749753190021
"7736",14,37,2,37,272.788562835332
"7737",14,39,3,26,522.019007471312
"7738",12,38,1,21,269.326931395683
"7739",13,39,2,45,413.152180137489
"7740",14,38,2,42,557.788579054051
"7741",16,39,2,18,1442.30816259091
"7742",16,36,1,39,346.249980090089
"7743",13,34,4,42,346.249980090089
"7744",12,36,3,38,307.788543464825
"7745",14,30,2,22,277.115392814636
"7746",12,30,4,39,87.0651770789544
"7747",14,37,3,36,577.019464553128
"7748",12,32,3,17,827.01927343999
"7749",12,35,1,24,411.86268295654
"7750",10,32,1,24,38.5577069149205
"7751",15,37,4,51,519.327133692303
"7752",12,33,1,13,461.634752774662
"7753",16,34,1,9,423.172966617204
"7754",16,32,1,6,467.22222452524
"7755",12,36,1,42,400.100193703185
"7756",2,37,2,37,264.327007128162
"7757",12,36,4,28,273.299974601133
"7758",7,31,3,54,250.416617289186
"7759",20,30,1,36,1442.30816259091
"7760",12,31,3,22,392.595963369441
"7761",13,38,3,26,230.865433080054
"7762",17,39,4,39,365.480892455584
"7763",14,36,3,53,1136.47767561723
"7764",12,39,2,29,272.596042077794
"7765",18,38,1,37,480.86520896896
"7766",12,36,4,39,277.019250454993
"7767",15,38,2,25,1153.94178555186
"7768",12,38,1,35,575.1247650755
"7769",13,34,1,50,238.557649953096
"7770",14,32,3,34,432.788432478619
"7771",8,30,4,37,330.865517077317
"7772",12,30,4,39,730.865172358431
"7773",17,33,2,36,480.86520896896
"7774",12,35,2,39,365.480892455584
"7775",13,37,2,40,327.01923768246
"7776",12,33,2,17,468.750198147876
"7777",12,32,4,36,408.172957492419
"7778",11,39,3,37,403.94228142715
"7779",10,37,1,12,612.34692939865
"7780",16,33,4,29,769.326917920281
"7781",12,31,2,37,398.750137928026
"7782",11,35,1,1,53.9423023317712
"7783",19,39,2,36,1530.6121003962
"7784",10,33,4,24,550.096105371022
"7785",12,32,2,33,227.596198599151
"7786",13,37,3,12,211.634557104866
"7787",16,37,4,25,440.100011523118
"7788",8,32,4,42,390.099954548433
"7789",16,38,3,55,250.096038976685
"7790",14,39,3,42,308.173211530812
"7791",12,30,4,34,327.01923768246
"7792",20,32,3,54,1310.86565067022
"7793",20,30,3,17,92.4038828545391
"7794",16,37,2,36,230.865433080054
"7795",12,34,1,1,538.557893694644
"7796",12,33,1,28,519.327133692303
"7797",16,39,4,40,334.711511127619
"7798",17,34,1,39,41.0999950062603
"7799",12,35,3,37,73.173109725524
"7800",13,37,2,36,509.711561479868
"7801",12,39,1,6,384.711614361321
"7802",9,33,1,42,273.437479067832
"7803",16,38,3,54,69.3269001201744
"7804",16,36,2,17,307.788543464825
"7805",12,36,1,25,538.557893694644
"7806",15,35,2,36,480.86520896896
"7807",12,35,3,54,375.096002547651
"7808",17,30,4,42,478.750219988139
"7809",12,37,2,17,448.557554540342
"7810",18,34,3,6,628.295753077741
"7811",20,38,4,25,974.486825874599
"7812",12,37,1,37,160.100060837584
"7813",20,39,1,51,288.557680969383
"7814",8,36,3,21,577.019464553128
"7815",12,30,1,19,541.770781702965
"7816",5,32,2,16,280.11101311378
"7817",12,31,1,6,307.788543464825
"7818",16,38,3,34,673.172761319504
"7819",12,32,4,47,548.173038066238
"7820",14,35,4,36,577.019464553128
"7821",8,33,2,1,125.000032837217
"7822",10,31,3,18,403.94228142715
"7823",12,31,4,36,442.403782444095
"7824",8,39,3,13,34.7115331789442
"7825",9,39,3,54,384.711614361321
"7826",19,37,4,26,636.477456843835
"7827",12,37,2,50,307.788543464825
"7828",20,38,2,36,577.019464553128
"7829",12,38,2,42,182.596171253967
"7830",6,30,4,5,177.888864756396
"7831",12,32,4,5,503.942412182317
"7832",10,38,1,47,312.604245765979
"7833",9,36,3,24,673.172761319504
"7834",17,35,2,42,1442.30816259091
"7835",11,32,3,33,384.711614361321
"7836",17,37,1,49,567.40367541647
"7837",16,36,2,25,543.173070851524
"7838",12,31,4,29,1153.94178555186
"7839",9,30,4,36,173.173156750926
"7840",14,30,4,27,384.711614361321
"7841",12,30,2,41,365.480892455584
"7842",12,37,1,42,692.403584354935
"7843",12,39,2,42,355.865553210626
"7844",10,39,3,18,403.94228142715
"7845",14,36,1,42,480.86520896896
"7846",12,37,4,41,167.083385137083
"7847",12,37,1,48,341.530504480121
"7848",12,30,4,39,290.100089603967
"7849",12,35,4,33,382.980854622347
"7850",14,37,3,20,366.4422729805
"7851",8,33,4,42,572.788191479442
"7852",16,39,4,47,634.711776134749
"7853",16,32,2,21,384.711614361321
"7854",12,39,1,24,478.557801078495
"7855",3,33,3,47,211.634557104866
"7856",9,39,2,34,269.687532017909
"7857",12,30,4,6,230.865433080054
"7858",12,30,3,29,192.403936884517
"7859",14,37,1,42,571.250033013444
"7860",10,31,4,21,175.096105943305
"7861",16,34,4,1,39.3137370084768
"7862",18,34,4,36,577.019464553128
"7863",9,38,1,29,708.437612852794
"7864",16,36,4,49,502.28264545507
"7865",12,37,4,42,586.634518587257
"7866",12,35,4,36,384.711614361321
"7867",12,35,3,47,353.172992277269
"7868",12,39,2,48,487.625161975974
"7869",10,32,4,37,365.480892455584
"7870",16,39,3,29,1153.94178555186
"7871",12,38,1,39,480.86520896896
"7872",15,32,1,42,622.211458252292
"7873",16,35,1,25,307.788543464825
"7874",7,30,2,51,288.557680969383
"7875",17,37,1,35,606.212145566782
"7876",13,38,1,1,346.249980090089
"7877",16,35,1,48,269.326931395683
"7878",12,36,3,28,240.100119275177
"7879",14,34,2,36,557.788579054051
"7880",13,39,1,26,750.312660255083
"7881",8,36,1,47,93.4444367225015
"7882",12,39,3,39,200.416760311003
"7883",12,32,3,36,100.096127574156
"7884",7,38,4,42,317.403869735091
"7885",9,34,1,26,519.327133692303
"7886",17,36,3,39,750.095851226683
"7887",8,31,3,36,75.4166445008122
"7888",19,38,4,20,712.788683565407
"7889",12,37,1,42,480.86520896896
"7890",9,36,2,20,384.711614361321
"7891",11,37,1,10,121.25005700963
"7892",10,38,2,48,365.480892455584
"7893",8,34,1,25,200.099951657909
"7894",12,30,1,13,228.714385447138
"7895",12,30,1,42,382.788646481607
"7896",12,35,1,44,202.019252042327
"7897",9,30,1,39,346.249980090089
"7898",14,39,4,23,346.249980090089
"7899",10,37,3,39,454.519128663356
"7900",8,32,3,37,207.788554968578
"7901",12,33,3,26,335.232392407659
"7902",8,30,2,18,269.326931395683
"7903",10,31,1,36,288.557680969383
"7904",12,31,2,36,365.480892455584
"7905",15,39,3,37,386.057761707925
"7906",12,30,4,22,396.249871142893
"7907",20,31,1,42,1442.30816259091
"7908",12,37,4,24,663.750283715917
"7909",12,30,1,20,307.788543464825
"7910",12,36,1,54,30.0999948301801
"7911",20,32,4,42,865.480634986267
"7912",16,32,1,53,509.711561479868
"7913",12,37,4,28,458.437514515369
"7914",12,30,2,42,134.711573460991
"7915",13,35,2,35,480.86520896896
"7916",12,37,2,39,289.903758308947
"7917",19,36,3,50,833.942120441317
"7918",17,33,1,17,327.01923768246
"7919",10,32,1,47,238.557649953096
"7920",12,36,4,26,760.096196794442
"7921",16,32,2,34,898.173269378665
"7922",10,33,4,24,550.096105371022
"7923",14,38,1,6,384.711614361321
"7924",3,34,1,21,140.096153839446
"7925",12,32,4,13,250.096038976685
"7926",8,31,3,42,375.124886051848
"7927",5,31,1,51,184.342050136633
"7928",10,36,1,51,327.01923768246
"7929",12,39,3,29,200.096149794946
"7930",16,30,1,42,327.01923768246
"7931",12,35,1,41,461.634752774662
"7932",13,39,2,17,538.557893694644
"7933",16,30,4,26,807.788284457098
"7934",10,38,2,42,259.711655943303
"7935",16,32,3,39,835.67267555764
"7936",14,39,2,26,538.557893694644
"7937",15,33,4,27,543.173070851524
"7938",12,30,3,17,423.172966617204
"7939",9,30,3,42,227.211431435936
"7940",16,32,2,26,627.40357885253
"7941",12,33,4,29,307.788543464825
"7942",8,31,4,42,21.2500022233786
"7943",14,32,4,48,100.100031399255
"7944",20,30,3,42,477.980530265612
"7945",12,37,2,19,423.172966617204
"7946",12,38,4,36,209.418574931211
"7947",16,33,2,36,740.481018482619
"7948",12,37,3,20,442.403782444095
"7949",12,31,1,20,703.749873709329
"7950",8,38,3,28,115.480767390854
"7951",9,31,3,45,260.099955144561
"7952",16,35,1,36,300.124983630758
"7953",12,32,2,8,375.865362196658
"7954",20,36,1,27,577.019464553128
"7955",14,35,1,28,596.249974836729
"7956",10,39,1,22,182.788546289978
"7957",4,32,1,5,44.3269125781227
"7958",12,33,3,48,500.095959996047
"7959",12,36,3,42,278.172938162367
"7960",10,39,3,51,97.3611246430816
"7961",12,33,2,36,250.096038976685
"7962",12,36,2,27,270.333396740753
"7963",12,33,1,6,691.442503401508
"7964",12,39,4,42,388.749819816965
"7965",20,31,2,17,1630.43478908258
"7966",8,39,3,9,288.557680969383
"7967",19,31,2,26,375.096002547651
"7968",12,34,2,44,335.781281470466
"7969",20,31,4,17,1250.09646585164
"7970",12,30,1,18,475.125034537117
"7971",14,38,2,39,375.096002547651
"7972",12,31,2,33,163.557727268392
"7973",12,35,1,25,354.270944385423
"7974",20,37,2,6,720.166906695464
"7975",16,38,4,39,311.249860628843
"7976",8,37,2,45,197.596090460675
"7977",9,39,2,51,288.557680969383
"7978",15,32,3,39,452.019355130223
"7979",14,35,4,22,451.078327685307
"7980",12,34,3,54,519.327133692303
"7981",16,30,4,42,500.095959996047
"7982",11,30,2,19,276.057727098214
"7983",12,31,1,40,480.86520896896
"7984",12,35,1,54,461.634752774662
"7985",7,30,2,42,58.5576652796596
"7986",15,38,2,48,807.88441698272
"7987",16,33,3,12,333.437352788686
"7988",8,33,3,21,225.638238013052
"7989",16,36,1,47,788.558030686479
"7990",12,37,2,45,1240.50024421496
"7991",12,38,1,51,550.238048476081
"7992",11,37,3,13,346.249980090089
"7993",15,38,1,40,346.249980090089
"7994",16,39,4,17,538.557893694644
"7995",10,36,2,34,384.711614361321
"7996",12,30,4,34,461.634752774662
"7997",11,31,3,37,403.94228142715
"7998",12,32,2,48,384.711614361321
"7999",12,36,4,22,74.1000346564269
"8000",17,34,1,36,294.326883990874
"8001",9,38,1,55,480.86520896896
"8002",16,34,2,6,577.019464553128
"8003",13,31,4,29,806.826781299096
"8004",9,35,4,5,179.711538226433
"8005",12,34,3,34,269.326931395683
"8006",17,39,2,20,384.711614361321
"8007",13,30,4,22,486.770617096812
"8008",12,31,1,36,480.86520896896
"8009",12,36,2,26,535.673053421231
"8010",12,32,2,36,175.208378526734
"8011",12,35,3,49,60.1000095233769
"8012",12,32,1,39,461.634752774662
"8013",13,36,2,17,827.01927343999
"8014",10,39,3,40,384.711614361321
"8015",12,37,3,53,21.2500022233786
"8016",9,33,4,51,288.557680969383
"8017",12,35,1,36,513.365465545976
"8018",12,35,4,35,824.32675612483
"8019",11,34,3,1,7502.50317119847
"8020",12,32,3,19,269.326931395683
"8021",12,32,3,39,307.788543464825
"8022",14,35,1,6,259.711655943303
"8023",12,32,4,37,260.099955144561
"8024",12,33,3,22,80.2884680656305
"8025",12,37,1,28,323.557551258733
"8026",12,33,1,36,384.711614361321
"8027",15,38,3,6,442.403782444095
"8028",12,36,1,42,479.903959736407
"8029",12,39,3,41,241.833385652497
"8030",16,30,2,42,423.172966617204
"8031",17,36,3,4,700.865500093559
"8032",12,30,3,26,769.326917920281
"8033",12,36,3,36,320.099856923073
"8034",12,37,1,48,471.25012310832
"8035",12,33,2,31,769.326917920281
"8036",12,33,1,36,327.01923768246
"8037",12,33,2,13,327.01923768246
"8038",10,37,1,4,538.557893694644
"8039",10,36,1,45,190.480723410393
"8040",14,30,3,25,459.711445379718
"8041",12,31,1,40,561.442295264103
"8042",12,32,4,48,204.183683901702
"8043",11,30,2,26,346.249980090089
"8044",9,38,2,42,192.403936884517
"8045",12,30,2,23,423.172966617204
"8046",17,34,3,36,480.86520896896
"8047",12,35,3,17,442.403782444095
"8048",12,36,3,39,7.78845882398759
"8049",12,32,2,28,230.865433080054
"8050",11,34,1,13,297.978697782809
"8051",12,35,4,55,249.519233400995
"8052",16,30,4,37,442.403782444095
"8053",12,35,3,26,192.403936884517
"8054",12,34,3,42,435.096132097134
"8055",12,37,3,20,600.099815171949
"8056",19,35,1,51,84.7115537275034
"8057",14,34,4,49,384.711614361321
"8058",12,30,2,34,500.09996077973
"8059",11,33,1,5,346.249980090089
"8060",18,30,1,48,1028.71424951018
"8061",12,32,2,13,230.865433080054
"8062",18,38,2,26,384.711614361321
"8063",16,32,3,36,1101.24980480303
"8064",16,31,4,48,1144.32703403646
"8065",14,31,1,36,288.557680969383
"8066",12,35,3,26,442.403782444095
"8067",19,36,1,51,836.634251934974
"8068",12,37,2,39,173.173156750926
"8069",13,32,1,48,230.865433080054
"8070",12,39,4,17,226.833439168481
"8071",16,34,2,42,258.125009365989
"8072",12,31,3,33,115.750035539151
"8073",17,36,2,17,437.980767677369
"8074",12,37,3,54,230.89752560563
"8075",10,33,2,17,384.711614361321
"8076",12,37,3,42,250.096038976685
"8077",12,38,3,41,480.86520896896
"8078",8,38,1,36,333.437352788686
"8079",12,32,2,42,365.480892455584
"8080",15,39,3,17,402.596170001607
"8081",15,35,4,6,146.562506061737
"8082",18,38,3,42,452.019355130223
"8083",13,39,4,26,461.634752774662
"8084",20,30,4,25,419.326981071753
"8085",12,31,3,17,395.480705130026
"8086",12,32,4,42,153.942322032129
"8087",16,38,3,37,461.634752774662
"8088",16,32,1,17,721.250131395672
"8089",12,36,2,21,577.019464553128
"8090",19,39,2,16,461.634752774662
"8091",8,38,4,20,285.816215181286
"8092",7,32,2,42,275.125126599726
"8093",12,37,4,19,469.519109673507
"8094",12,39,3,31,241.829274519886
"8095",12,37,2,42,441.82682205654
"8096",13,38,3,36,403.94228142715
"8097",13,38,2,17,423.172966617204
"8098",18,38,4,31,732.980427778393
"8099",20,34,3,6,757.404153996159
"8100",12,35,3,47,272.031263764084
"8101",12,38,3,50,250.178584288775
"8102",16,38,4,17,980.865161434017
"8103",13,39,2,39,346.249980090089
"8104",12,39,4,39,423.172966617204
"8105",12,39,2,18,384.711614361321
"8106",16,34,3,48,673.172761319504
"8107",12,39,1,29,1250.13896985404
"8108",7,34,3,42,311.041704108202
"8109",16,35,3,19,442.403782444095
"8110",12,35,3,27,419.326981071753
"8111",18,39,3,42,250.192344489313
"8112",12,38,4,45,227.386451612262
"8113",11,37,3,36,192.403936884517
"8114",11,37,2,48,192.403936884517
"8115",12,39,2,17,424.591699461452
"8116",16,32,4,48,1051.2497778844
"8117",12,30,3,51,400.100193703185
"8118",16,33,2,12,827.01927343999
"8119",11,39,3,36,449.081775849694
"8120",10,35,3,1,596.249974836729
"8121",12,34,4,55,846.25014874835
"8122",12,38,2,39,192.403936884517
"8123",9,35,1,21,288.557680969383
"8124",16,31,4,36,528.942113714319
"8125",16,34,1,24,480.86520896896
"8126",16,38,2,38,500.09996077973
"8127",12,35,1,51,211.634557104866
"8128",18,36,1,36,780.288716067535
"8129",12,35,4,48,403.94228142715
"8130",14,31,1,9,211.634557104866
"8131",14,31,4,36,577.019464553128
"8132",9,35,2,37,346.249980090089
"8133",12,34,3,22,192.403936884517
"8134",12,34,4,48,182.788546289978
"8135",17,32,1,8,961.635037706562
"8136",12,35,4,36,287.980854357257
"8137",12,38,4,39,250.138809056088
"8138",20,34,2,36,500.09996077973
"8139",13,35,4,11,346.249980090089
"8140",12,36,2,19,528.942113714319
"8141",3,32,2,13,110.099995185477
"8142",10,32,3,45,192.403936884517
"8143",12,32,3,17,192.403936884517
"8144",12,30,4,46,460.100065720034
"8145",14,38,4,51,375.096002547651
"8146",10,37,2,48,1442.30816259091
"8147",12,36,2,54,423.172966617204
"8148",20,38,2,6,327.01923768246
"8149",16,37,3,28,807.788284457098
"8150",12,35,3,20,308.173211530812
"8151",12,33,3,41,374.90400255054
"8152",12,34,4,22,230.865433080054
"8153",12,30,3,23,260.520876995631
"8154",8,39,4,42,230.865433080054
"8155",16,39,1,25,615.480953262824
"8156",12,37,3,42,377.980648551155
"8157",20,35,1,39,577.019464553128
"8158",6,33,3,21,168.942260043865
"8159",11,35,4,18,250.104042177983
"8160",9,34,3,48,500.192487830963
"8161",8,37,3,29,339.903923589612
"8162",16,30,2,10,1562.49940373362
"8163",12,35,1,36,508.750133924993
"8164",16,35,4,1,512.01913633738
"8165",12,37,2,48,388.875017414678
"8166",1,38,3,36,134.807657062602
"8167",16,32,2,36,482.625021918704
"8168",14,35,3,18,480.86520896896
"8169",12,37,3,55,312.211549090618
"8170",9,31,2,22,260.099955144561
"8171",6,30,4,55,246.249931037156
"8172",17,39,4,36,288.557680969383
"8173",14,30,1,27,557.788579054051
"8174",12,36,2,19,500.138970098014
"8175",8,31,1,42,262.211649456162
"8176",18,39,4,19,557.788579054051
"8177",16,30,1,42,769.326917920281
"8178",10,34,2,55,495.28829144739
"8179",11,37,1,42,633.500000151284
"8180",13,36,3,41,577.019464553128
"8181",18,38,4,42,600.09621458386
"8182",12,30,3,19,465.288665964857
"8183",18,32,2,55,547.737961422299
"8184",9,35,4,21,462.625096824499
"8185",12,31,1,36,423.172966617204
"8186",11,35,3,21,321.666726924207
"8187",19,33,4,42,461.634752774662
"8188",20,35,2,25,300.100074290868
"8189",12,39,2,18,284.711674566708
"8190",12,30,4,41,1105.8648748721
"8191",9,30,2,1,359.102549176623
"8192",10,38,1,45,328.942183079025
"8193",12,30,2,54,442.403782444095
"8194",12,39,3,42,329.326941338431
"8195",12,31,4,31,346.249980090089
"8196",17,35,2,36,480.86520896896
"8197",11,39,2,20,212.596074184239
"8198",18,31,3,12,909.903909518728
"8199",16,34,3,17,1000.12472879585
"8200",13,36,1,6,577.019464553128
"8201",10,36,3,28,131.071372096247
"8202",11,35,3,13,961.635037706562
"8203",12,39,3,53,346.249980090089
"8204",12,38,2,19,141.413044262041
"8205",16,35,3,25,447.980632296746
"8206",9,34,1,8,333.557745402602
"8207",16,35,1,19,384.711614361321
"8208",12,38,4,36,774.326794811059
"8209",11,34,1,29,269.326931395683
"8210",16,32,1,19,553.942560519913
"8211",17,34,2,39,769.326917920281
"8212",15,31,2,1,375.096002547651
"8213",7,31,3,39,210.978239958664
"8214",12,31,4,55,3.36538375606039
"8215",15,32,3,39,727.019282088835
"8216",12,33,1,36,452.019355130223
"8217",18,37,2,36,769.326917920281
"8218",12,30,3,18,258.804254027161
"8219",12,32,3,34,480.86520896896
"8220",12,34,4,17,263.557615835
"8221",17,32,3,36,423.172966617204
"8222",12,35,4,5,269.326931395683
"8223",16,32,4,6,392.595963369441
"8224",12,38,2,26,653.942220699472
"8225",12,34,1,51,327.01923768246
"8226",19,33,2,25,750.104102326428
"8227",19,37,3,19,609.13444080184
"8228",18,33,2,17,692.403584354935
"8229",19,30,4,16,403.94228142715
"8230",12,31,4,1,250.096038976685
"8231",20,33,4,39,557.788579054051
"8232",12,38,1,36,644.32676726204
"8233",12,33,4,51,252.403753047537
"8234",12,35,4,54,269.326931395683
"8235",14,39,4,13,403.94228142715
"8236",12,34,1,42,219.326831806881
"8237",12,34,3,44,230.865433080054
"8238",12,34,1,41,346.249980090089
"8239",16,39,4,51,477.019323237642
"8240",18,33,1,6,500.095959996047
"8241",10,30,1,13,240.100119275177
"8242",8,36,1,35,288.557680969383
"8243",8,33,3,54,423.172966617204
"8244",13,35,4,48,211.634557104866
"8245",12,32,4,48,121.190416654312
"8246",18,36,4,37,569.327021920939
"8247",16,30,4,39,557.788579054051
"8248",14,37,2,17,336.634576736493
"8249",12,33,3,9,500.095959996047
"8250",16,39,2,36,865.480634986267
"8251",17,32,3,39,436.785837238283
"8252",12,38,3,56,577.019464553128
"8253",8,34,2,36,280.10008899729
"8254",12,36,4,37,307.788543464825
"8255",11,30,1,37,250.096038976685
"8256",8,35,2,25,147.291703786715
"8257",11,39,2,47,45.1249811985353
"8258",12,35,2,16,403.94228142715
